start_station_name,end_station_name,trips,start_lat,start_lng,end_lat,end_lng
Vesey Pl & River Terrace,Vesey Pl & River Terrace,2157,40.7153379,-74.01658354,40.7153379,-74.01658354
Amsterdam Ave & W 79 St,Amsterdam Ave & W 73 St,2151,40.7829391,-73.9786517,40.77966809007312,-73.98093044757842
Atlantic Ave & Furman St,Atlantic Ave & Furman St,2146,40.69165183,-73.9999786,40.69165183,-73.9999786
Grand Army Plaza & Central Park S,5 Ave & E 72 St,2142,40.7643971,-73.97371465,40.77282817,-73.96685276
West St & Chambers St,W 22 St & 10 Ave,2140,40.71754834,-74.01322069,40.74691959,-74.00451887
West Thames St,West Thames St,2135,40.70834698,-74.01713445,40.70834698,-74.01713445
Center Blvd & 51 Ave,Center Blvd & 51 Ave,2132,40.74336608027021,-73.95960688591003,40.74336608027021,-73.95960688591003
E 27 St & 1 Ave,W 31 St & 7 Ave,2126,40.739445,-73.976806,40.749156,-73.9916
West Thames St,West St & Liberty St,2126,40.70834698,-74.01713445,40.711444,-74.014847
Franklin St & Dupont St,Kent Ave & N 7 St,2124,40.73564,-73.95866,40.72036775298455,-73.96165072917938
Broadway & W 53 St,W 53 St & 10 Ave,2120,40.76344058,-73.98268129,40.76669671,-73.99061728
E 33 St & 1 Ave,E 40 St & Park Ave,2109,40.74322681432173,-73.97449783980846,40.750756,-73.978326
9 Ave & W 22 St,W 22 St & 8 Ave,2107,40.7454973,-74.00197139,40.74475148,-73.99915362
6 Ave & W 33 St,6 Ave & W 45 St,2101,40.74901271,-73.98848395,40.756951,-73.982631
Nassau Ave & Russell St,Driggs Ave & N 9 St,2092,40.72557,-73.94434,40.71816969454208,-73.95520135760307
West St & Liberty St,10 Ave & W 14 St,2084,40.711444,-74.014847,40.74198159994023,-74.00831580162048
11 Ave & W 41 St,W 34 St &\tHudson Blvd E,2080,40.76030096,-73.99884222,40.75516719072139,-74.00059908628464
W 54 St & 9 Ave,9 Ave & W 45 St,2079,40.76584941,-73.98690506,40.76019252,-73.9912551
Franklin St & Dupont St,India St & Manhattan Ave,2074,40.73564,-73.95866,40.73232194,-73.9550858
E 27 St & 1 Ave,2 Ave & E 29 St,2070,40.739445,-73.976806,40.74172351097472,-73.97809267044067
Broadway & W 29 St,Broadway & W 25 St,2063,40.7462009,-73.98855723,40.74286877312112,-73.98918628692627
1 Ave & E 39 St,1 Ave & E 44 St,2058,40.74714,-73.97113,40.75001986,-73.96905301
E 10 St & Avenue A,Ave A & E 14 St,2057,40.72740794,-73.98142006,40.73031071000895,-73.98047178983688
Kent Ave & N 7 St,India St Pier,2051,40.72036775298455,-73.96165072917938,40.731734785883454,-73.9612390102593
Washington St & Gansevoort St,Washington St & Gansevoort St,2046,40.739323,-74.008119,40.739323,-74.008119
W 21 St & 6 Ave,6 Ave & W 33 St,2037,40.74173969,-73.99415556,40.74901271,-73.98848395
12 Ave & W 125 St,12 Ave & W 125 St,2035,40.818299,-73.960405,40.818299,-73.960405
E 27 St & Park Ave S,E 40 St & Park Ave,2035,40.74275179648995,-73.9847157150507,40.750756,-73.978326
E 7 St & Ave B,Cooper Square & Astor Pl,2032,40.7251285241158,-73.98131668567657,40.72951496224949,-73.99075269699097
W 29 St & 9 Ave,9 Ave & W 18 St,2031,40.7500727,-73.99839279,40.74317449,-74.00366443
9 Ave & W 22 St,9 Ave & W 18 St,2029,40.7454973,-74.00197139,40.74317449,-74.00366443
Little West St & 1 Pl,West St & Chambers St,2029,40.70569254,-74.01677685,40.71754834,-74.01322069
W 89 St & Columbus Ave,Columbus Ave & W 72 St,2025,40.7882213,-73.97041561,40.7770575,-73.97898475
Old Slip & South St,South St & Gouverneur Ln,2023,40.70336686695866,-74.007867872715,40.70355377,-74.00670227
Pier 40 - Hudson River Park,Pier 40 - Hudson River Park,2022,40.727714,-74.011296,40.727714,-74.011296
Central Park S & 6 Ave,5 Ave & E 78 St,2018,40.76590936,-73.97634151,40.77632142182271,-73.96427392959595
W 21 St & 6 Ave,10 Ave & W 28 St,2014,40.74173969,-73.99415556,40.75066386,-74.00176802
West St & Chambers St,Washington St & Gansevoort St,2012,40.71754834,-74.01322069,40.739323,-74.008119
E 11 St & Avenue B,Ave A & E 14 St,2008,40.72746420692392,-73.97950418293476,40.73031071000895,-73.98047178983688
Kingsland Ave & Nassau Ave,Leonard St & Nassau Ave,2008,40.72577,-73.94173,40.7239567849954,-73.94984364509583
Kent Ave & N 7 St,Kent Ave & N 7 St,2005,40.72036775298455,-73.96165072917938,40.72036775298455,-73.96165072917938
31 St & Newtown Ave,Newtown Ave & 23 St,1997,40.7675487799971,-73.9209334552288,40.7713615,-73.9246145
Central Park West & W 72 St,7 Ave & Central Park South,1992,40.77579376683666,-73.9762057363987,40.7667405590595,-73.9790689945221
2 Ave & E 96 St,E 102 St & 1 Ave,1989,40.7839636,-73.9471673,40.7869946,-73.94164802
Central Park W & W 97 St,Central Park W & W 97 St,1986,40.79249519495111,-73.96417066463071,40.79249519495111,-73.96417066463071
Columbus Ave & W 72 St,Columbus Ave & W 72 St,1980,40.7770575,-73.97898475,40.7770575,-73.97898475
7 Ave & Central Park South,Central Park West & W 72 St,1979,40.7667405590595,-73.9790689945221,40.77579376683666,-73.9762057363987
Monroe St & Tompkins Ave,Macon St & Nostrand Ave,1976,40.686203,-73.944694,40.6809833854,-73.9500479759
University Pl & E 14 St,Broadway & E 14 St,1973,40.734814,-73.992085,40.73454567,-73.99074142
West End Ave & W 60 St,West End Ave & W 60 St,1971,40.77237,-73.99005,40.77237,-73.99005
8 Ave & W 16 St,8 Ave & W 31 St,1968,40.740983,-74.001702,40.7505853470215,-73.9946848154068
Broadway & W 58 St,Grand Army Plaza & Central Park S,1964,40.76695317,-73.98169333,40.7643971,-73.97371465
Adelphi St & Myrtle Ave,Willoughby St & Fleet St,1957,40.69308257,-73.97178913,40.69196566,-73.9813018
1 Ave & E 18 St,1 Ave & E 16 St,1950,40.73381219196632,-73.98054420948029,40.73221853,-73.98165557
Broadway & E 14 St,Washington Pl & Broadway,1937,40.73454567,-73.99074142,40.72903917,-73.99404649
1 Ave & E 16 St,1 Ave & E 18 St,1934,40.73221853,-73.98165557,40.73381219196632,-73.98054420948029
Ave A & E 14 St,E 9 St & Avenue C,1932,40.73031071000895,-73.98047178983688,40.72521311,-73.97768752
Clinton St & Cherry St,Clinton St & Grand St,1931,40.711471394469264,-73.98672603070736,40.71559509,-73.9870295
